"employee_id","full_name","gender","date_of_birth","hire_date","dept_id","role_id","education","marital_status","age","working_years"
"EMP0047","Myra Choudhary","Female","1997-01-01","2021-10-14","D02","R11","Masters","Married","27","2 years 8 mons 19 days"
"EMP0356","Ishaan Patel","Male","1980-10-11","2023-03-15","D03","R06","Bachelors","Single","43","1 year 3 mons 18 days"
"EMP0357","Kabir Gupta","Male","1983-02-01","2016-04-17","D01","R03","Bachelors","Married","41","8 years 2 mons 15 days"
"EMP0358","Vihaan Kumar","Male","1998-04-12","2022-09-18","D05","R06","Bachelors","Married","26","1 year 9 mons 14 days"
"EMP0359","Aditya Verma","Male","2004-09-06","2022-05-31","D09","R09","Masters","Single","19","2 years 1 mon 2 days"
"EMP0360","Sara Verma","Female","1978-01-03","2019-08-14","D07","R18","Masters","Single","46","4 years 10 mons 19 days"
"EMP0361","Arjun Gupta","Male","1996-01-07","2018-09-15","D06","R17","Masters","Single","28","5 years 9 mons 17 days"
"EMP0023","Neha Patil","Female","1976-10-01","2016-05-09","D06","R17","Bachelors","Married","47","8 years 1 mon 24 days"
"EMP0024","Vihaan Singh","Male","1979-06-28","2021-08-04","D06","R17","Masters","Married","45","2 years 10 mons 29 days"
"EMP0025","Reyansh Desai","Male","1985-08-11","2017-05-31","D07","R18","MBA","Single","38","7 years 1 mon 2 days"
"EMP0026","Kabir Patel","Male","1997-10-17","2021-08-06","D04","R14","Masters","Married","26","2 years 10 mons 27 days"
"EMP0027","Karan Patil","Male","1984-03-12","2021-10-23","D07","R18","Bachelors","Married","40","2 years 8 mons 10 days"
"EMP0028","Reyansh Deshmukh","Male","1997-06-20","2016-09-17","D06","R17","Bachelors","Married","27","7 years 9 mons 15 days"
"EMP0029","Ayaan Deshmukh","Male","2003-08-24","2018-11-28","D02","R09","Bachelors","Single","20","5 years 7 mons 4 days"
"EMP0030","Diya Verma","Female","1978-02-02","2019-07-21","D08","R08","Bachelors","Single","46","4 years 11 mons 12 days"
"EMP0031","Aarav Khan","Male","1987-08-16","2017-05-09","D01","R02","Bachelors","Married","36","7 years 1 mon 24 days"
"EMP0032","Ayaan Desai","Male","1988-08-16","2023-09-14","D09","R09","Bachelors","Married","35","9 mons 18 days"
"EMP0071","Amit Patil","Male","1978-04-05","2022-10-21","D09","R17","MBA","Married","46","1 year 8 mons 12 days"
"EMP0273","Amit Rao","Male","1994-03-09","2017-12-31","D02","R09","PhD","Single","30","6 years 6 mons 2 days"
"EMP0033","Vivaan Choudhary","Male","1983-12-06","2015-09-06","D02","R09","Bachelors","Single","40","8 years 9 mons 26 days"
"EMP0034","Rahul Kumar","Male","1995-05-30","2018-05-20","D01","R02","Bachelors","Married","29","6 years 1 mon 13 days"
"EMP0035","Krishna Mehta","Male","1983-06-20","2021-10-22","D10","R06","Masters","Married","41","2 years 8 mons 11 days"
"EMP0036","Aditya Sharma","Male","2002-08-07","2018-08-14","D10","R06","Masters","Single","21","5 years 10 mons 19 days"
"EMP0037","Avni Nair","Female","1978-08-19","2023-07-19","D05","R16","Bachelors","Single","45","11 mons 14 days"
"EMP0038","Reyansh Rao","Male","1986-07-03","2016-05-10","D05","R16","Bachelors","Married","37","8 years 1 mon 23 days"
"EMP0039","Vivaan Desai","Male","1980-12-14","2015-09-22","D05","R07","Bachelors","Married","43","8 years 9 mons 10 days"
"EMP0040","Aarav Choudhary","Male","1996-12-02","2020-09-08","D01","R03","MBA","Married","27","3 years 9 mons 24 days"
"EMP0041","Neha Nair","Female","1994-06-05","2019-07-08","D05","R06","Bachelors","Married","30","4 years 11 mons 25 days"
"EMP0042","Ishaan Singh","Male","1980-07-16","2021-06-17","D06","R17","Bachelors","Single","43","3 years 15 days"
"EMP0043","Yash Reddy","Male","1975-07-11","2016-02-18","D07","R02","Bachelors","Single","48","8 years 4 mons 13 days"
"EMP0044","Aditya Iyer","Male","1999-10-28","2016-06-22","D05","R16","Bachelors","Married","24","8 years 10 days"
"EMP0058","Kabir Deshmukh","Male","1996-12-09","2021-03-18","D02","R09","Masters","Married","27","3 years 3 mons 15 days"
"EMP0059","Pooja Choudhary","Female","1993-04-06","2021-01-22","D01","R01","MBA","Married","31","3 years 5 mons 11 days"
"EMP0060","Kabir Joshi","Male","1993-02-26","2019-11-12","D08","R20","Masters","Married","31","4 years 7 mons 20 days"
"EMP0061","Sara Patel","Female","1975-01-23","2023-07-17","D02","R10","Bachelors","Single","49","11 mons 16 days"
"EMP0062","Dhruv Choudhary","Male","2001-04-07","2015-01-04","D03","R12","MBA","Married","23","9 years 5 mons 29 days"
"EMP0063","Pari Verma","Female","2002-05-27","2023-06-14","D08","R03","Masters","Married","22","1 year 18 days"
"EMP0064","Reyansh Desai","Male","1976-04-06","2023-04-21","D10","R19","Bachelors","Single","48","1 year 2 mons 11 days"
"EMP0481","Reyansh Joshi","Male","1998-05-25","2021-03-09","D02","R09","Bachelors","Single","26","3 years 3 mons 24 days"
"EMP0482","Priya Rao","Female","1985-04-13","2019-10-22","D08","R20","Bachelors","Single","39","4 years 8 mons 11 days"
"EMP0483","Amit Sharma","Male","1987-05-26","2019-07-24","D09","R17","Masters","Single","37","4 years 11 mons 9 days"
"EMP0484","Reyansh Reddy","Male","1996-02-12","2022-10-28","D01","R02","Bachelors","Single","28","1 year 8 mons 5 days"
"EMP0485","Yash Desai","Male","2000-10-08","2023-08-10","D01","R03","Bachelors","Married","23","10 mons 23 days"
"EMP0486","Aarav Khan","Male","1990-12-13","2023-02-13","D02","R10","Masters","Married","33","1 year 4 mons 17 days"
"EMP0487","Yash Gupta","Male","2002-08-09","2021-12-21","D01","R01","Bachelors","Married","21","2 years 6 mons 12 days"
"EMP0488","Atharv Desai","Male","1986-09-27","2019-03-14","D05","R06","Masters","Single","37","5 years 3 mons 19 days"
"EMP0489","Kiara Nair","Female","1984-04-08","2015-03-20","D01","R02","Bachelors","Single","40","9 years 3 mons 13 days"
"EMP0490","Vihaan Nair","Male","1996-03-20","2017-03-15","D01","R02","Masters","Married","28","7 years 3 mons 18 days"
"EMP0491","Kiara Patil","Female","1985-08-05","2018-06-17","D08","R06","Bachelors","Married","38","6 years 15 days"
"EMP0492","Pooja Patil","Female","1997-05-17","2016-02-04","D09","R17","Masters","Married","27","8 years 4 mons 27 days"
